site;player_ID;round;Investment;crop_choice;wheat;gram;water_used;earning_dam;amount_not_inv;total_earning;treat;NREGA_used;DEV_Pro_yes;Table_path;Table_next;Threshold_path;excluded
Manikpur_Mal;11;10;2900;g;0;1;3000;13000;100;13100;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;12;6;1100;g;0;1;3000;0;1900;1900;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;12;7;1600;g;0;1;3000;0;1400;1400;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;12;8;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;12;9;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;12;10;2900;g;0;1;3000;13000;100;13100;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;6;2500;g;0;1;3000;0;500;500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;7;2500;w;1;0;5500;0;500;500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;8;1900;w;1;0;5500;0;1100;1100;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;9;700;g;0;1;3000;0;2300;2300;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;13;10;2900;g;0;1;3000;13000;100;13100;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;6;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;7;500;g;0;1;3000;0;2500;2500;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;8;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;9;2000;g;0;1;3000;0;1000;1000;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;14;10;2900;g;0;1;3000;13000;100;13100;com;NA;NA;NA;NA;NA;NA
Manikpur_Mal;1;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;1;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;1;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;1;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;1;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;2;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;2;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;2;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;2;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;2;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;3;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;3;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;3;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;3;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;3;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;4;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;4;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;4;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;4;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;4;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;5;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;5;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;5;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;5;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;5;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;6;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;6;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;6;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;6;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;6;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;7;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;7;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;7;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;7;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;7;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;8;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;8;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;8;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;8;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;8;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;9;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;9;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;9;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;9;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;9;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;10;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;10;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;10;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;10;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;10;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;11;0;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;11;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
Manikpur_Mal;11;;0;0;0;0;0;0;3000;3000;dev_project;NA;0;NA;NA;NA;NA
